,Name,NetWorth,Country,Source,Rank,Age,Industry
1050,Pat Stryker,$3 B,United States,medical equipment,1008,65.0,Healthcare
1051,Hans Sy,$3 B,Philippines,diversified,1008,65.0,Diversified
1052,Herbert Sy,$3 B,Philippines,diversified,1008,64.0,Diversified
1053,Andrew Tan,$3 B,Philippines,diversified,1008,71.0,Diversified
1054,Tian Ming,$3 B,China,measuring instruments,1008,67.0,Technology
1055,Wang Changtian,$3 B,China,"TV, movie production",1008,55.0,Media & Entertainment
1056,Richard White,$3 B,Australia,software,1008,66.0,Technology
1057,Cameron Winklevoss,$3 B,United States,cryptocurrency,1008,39.0,Finance & Investments
1058,Tyler Winklevoss,$3 B,United States,cryptocurrency,1008,39.0,Finance & Investments
1059,Xia Zuoquan,$3 B,China,automobiles,1008,59.0,Automotive
1060,Yin Xin,$3 B,China,video streaming app,1008,36.0,Media & Entertainment
1061,Zhang Lei,$3 B,China,investments,1008,48.0,Finance & Investments
1062,Zhu Xingming,$3 B,China,electrical equipment,1008,54.0,Manufacturing
1063,Juan Abello,$2.9 B,Spain,investments,1064,79.0,Finance & Investments
1064,Ben Ashkenazy,$2.9 B,United States,real estate,1064,51.0,Real Estate
1065,Sid Bass,$2.9 B,United States,"oil, investments",1064,78.0,Energy
1066,Joesley Batista,$2.9 B,Brazil,beef processing,1064,49.0,Food & Beverage
1067,Wesley Batista,$2.9 B,Brazil,beef packing,1064,48.0,Food & Beverage
1068,Riley Bechtel & family,$2.9 B,United States,"engineering, construction",1064,69.0,Construction & Engineering
1069,Sanjeev Bikhchandani,$2.9 B,India,Internet,1064,57.0,Technology
1070,Cao Ji,$2.9 B,China,manufacturing,1064,69.0,Manufacturing
1071,Chen Kaixuan,$2.9 B,China,household chemicals,1064,62.0,Manufacturing
1072,Bennett Dorrance,$2.9 B,United States,Campbell Soup,1064,75.0,Food & Beverage
1073,Marcel Erni,$2.9 B,Switzerland,private equity,1064,56.0,Finance & Investments
1074,Walter Faria,$2.9 B,Brazil,beer,1064,66.0,Food & Beverage
1075,Fu Guangming & family,$2.9 B,China,poultry,1064,67.0,Food & Beverage
1076,Bob Gaglardi,$2.9 B,Canada,hotels,1064,80.0,Real Estate
1077,Alfred Gantner,$2.9 B,Switzerland,private equity,1064,53.0,Finance & Investments
1078,Maggie Hardy Knox,$2.9 B,United States,building materials,1064,55.0,Service
1079,Hu Yangzhong,$2.9 B,China,technology,1064,56.0,Technology
1080,Huang Qiaoling,$2.9 B,China,amusement parks,1064,62.0,Media & Entertainment
1081,Huang Zhenda & family,$2.9 B,China,construction,1064,73.0,Construction & Engineering
1082,Bradley Jacobs,$2.9 B,United States,logistics,1064,64.0,Logistics
1083,Osman Kibar,$2.9 B,United States,biotech,1064,50.0,Healthcare
1084,Kim Taek-jin,$2.9 B,South Korea,online games,1064,54.0,Media & Entertainment
1085,Maritsa Lazari & family,$2.9 B,United Kingdom,real estate,1064,76.0,Real Estate
1086,Pablo Legorreta,$2.9 B,United States,investments,1064,57.0,Finance & Investments
1087,Liang Yunchao,$2.9 B,China,nutritional supplements,1064,52.0,Food & Beverage
1088,Samir Mehta,$2.9 B,India,"pharmaceuticals, power",1064,57.0,Healthcare
1089,Sudhir Mehta,$2.9 B,India,"pharmaceuticals, power",1064,66.0,Healthcare
1090,Farhad Moshiri,$2.9 B,United Kingdom,diversified,1064,65.0,Diversified
1091,Patrice Motsepe,$2.9 B,South Africa,mining,1064,59.0,Metals & Mining
1092,Matt Moulding,$2.9 B,United Kingdom,e-commerce,1064,49.0,Fashion & Retail
1093,Alexander Nesis,$2.9 B,Russia,"metals, banking, fertilizers",1064,58.0,Finance & Investments
1094,Benjamin Otto,$2.9 B,Germany,retail,1064,,Fashion & Retail
1095,Lucy Peng,$2.9 B,China,e-commerce,1064,48.0,Technology
1096,Sebastian Piñera & family,$2.9 B,Chile,investments,1064,71.0,Finance & Investments
1097,Alexander Ponomarenko,$2.9 B,Russia,"real estate, airport",1064,56.0,Logistics
1098,Chandru Raheja,$2.9 B,India,real estate,1064,80.0,Real Estate
1099,Chad Richison,$2.9 B,United States,payroll processing,1064,50.0,Technology
1100,Arkady Rotenberg,$2.9 B,Russia,"construction, pipes, banking",1064,69.0,Construction & Engineering
1101,Alejandro Santo Domingo,$2.9 B,United States,beer,1064,44.0,Food & Beverage
1102,Paul Sciarra,$2.9 B,United States,Pinterest,1064,40.0,Technology
1103,Alexander Skorobogatko,$2.9 B,Russia,"real estate, airport",1064,53.0,Logistics
1104,Jeff Sutton,$2.9 B,United States,real estate,1064,61.0,Real Estate
1105,Glen Taylor,$2.9 B,United States,printing,1064,79.0,Service
1106,Urs Wietlisbach,$2.9 B,Switzerland,private equity,1064,59.0,Finance & Investments
1107,Xu Yingzhuo,$2.9 B,China,agribusiness,1064,53.0,Food & Beverage
1108,Jon Yarbrough,$2.9 B,United States,video games,1064,63.0,Gambling & Casinos
1109,Ye Fan & family,$2.9 B,China,auto dealerships,1064,50.0,Automotive
1110,William Ackman,$2.8 B,United States,hedge funds,1111,54.0,Finance & Investments
1111,Abdulla bin Ahmad Al Ghurair & family,$2.8 B,United Arab Emirates,diversified,1111,,Diversified
1112,Bai Baokun,$2.8 B,China,hardware,1111,51.0,Manufacturing
1113,David Baszucki,$2.8 B,United States,online games,1111,58.0,Media & Entertainment
1114,Aneel Bhusri,$2.8 B,United States,business software,1111,55.0,Technology
1115,Norman Braman,$2.8 B,United States,"art, car dealerships",1111,88.0,Automotive
1116,Eva Maria Bucher-Haefner,$2.8 B,Switzerland,"software, investments",1111,64.0,Technology
1117,Vivek Chand Burman,$2.8 B,India,consumer goods,1111,83.0,Food & Beverage
1118,John Catsimatidis,$2.8 B,United States,"oil, real estate",1111,72.0,Energy
1119,Morris Chang,$2.8 B,Taiwan,semiconductors,1111,89.0,Technology
1120,Chen Hua,$2.8 B,China,real estate,1111,55.0,Real Estate
1121,Chen Huwen,$2.8 B,China,stationery,1111,50.0,Manufacturing
1122,Chen Huxiong,$2.8 B,China,stationery,1111,50.0,Manufacturing
1123,Chen Tianshi,$2.8 B,China,semiconductors,1111,36.0,Technology
1124,James Clark,$2.8 B,United States,"Netscape, investments",1111,77.0,Technology
1125,Jean Coutu & family,$2.8 B,Canada,drugstores,1111,93.0,Fashion & Retail
1126,Deng Weiming & family,$2.8 B,China,materials,1111,52.0,Manufacturing
1127,Bergit Douglas,$2.8 B,Germany,consumer goods,1111,74.0,Food & Beverage
1128,Doris Fisher,$2.8 B,United States,Gap,1111,89.0,Fashion & Retail
1129,Gary Friedman,$2.8 B,United States,Furniture retail,1111,63.0,Fashion & Retail
1130,Valentin Gapontsev & family,$2.8 B,United States,lasers,1111,82.0,Manufacturing
1131,David Gottesman,$2.8 B,United States,investments,1111,94.0,Finance & Investments
1132,John Henry,$2.8 B,United States,sports,1111,71.0,Sports
1133,Alan Howard,$2.8 B,United Kingdom,hedge funds,1111,57.0,Finance & Investments
1134,Micky Jagtiani,$2.8 B,India,retail,1111,69.0,Fashion & Retail
1135,Travis Kalanick,$2.8 B,United States,Uber,1111,44.0,Technology
1136,Alicia Koplowitz,$2.8 B,Spain,"construction, investments",1111,67.0,Finance & Investments
1137,Timur Kulibaev,$2.8 B,Kazakhstan,banking,1111,54.0,Finance & Investments
1138,Dinara Kulibaeva,$2.8 B,Kazakhstan,banking,1111,53.0,Finance & Investments
1139,Li Liufa & family,$2.8 B,China,"steel, diversified",1111,63.0,Diversified
1140,Li Sze Lim,$2.8 B,Hong Kong,real estate,1111,64.0,Real Estate
1141,Li Xiaohua & family,$2.8 B,China,packaging,1111,59.0,Manufacturing
1142,Liu Ming Hui,$2.8 B,China,natural gas distribution,1111,58.0,Energy
1143,Lv Jianming,$2.8 B,Hong Kong,medical equipment,1111,56.0,Healthcare
1144,Rudy Ma,$2.8 B,Taiwan,finance,1111,80.0,Finance & Investments
1145,"Drayton McLane, Jr.",$2.8 B,United States,"Walmart, logistics",1111,84.0,Fashion & Retail
1146,Hans Melchers,$2.8 B,Netherlands,"chemicals, investments",1111,82.0,Finance & Investments
1147,Nguyen Thi Phuong Thao,$2.8 B,Vietnam,airlines,1111,50.0,Diversified
1148,Philip Niarchos,$2.8 B,Greece,art collection,1111,67.0,Diversified
1149,Alfred Oetker,$2.8 B,Germany,consumer goods,1111,54.0,Fashion & Retail
1150,August Oetker,$2.8 B,Germany,consumer goods,1111,76.0,Fashion & Retail
1151,Carl Ferdinand Oetker,$2.8 B,Germany,consumer goods,1111,48.0,Fashion & Retail
1152,Christian Oetker,$2.8 B,Germany,consumer goods,1111,72.0,Fashion & Retail
1153,Julia Oetker,$2.8 B,Germany,consumer goods,1111,42.0,Fashion & Retail
1154,Richard Oetker,$2.8 B,Germany,consumer goods,1111,70.0,Fashion & Retail
1155,Heloise Pratt,$2.8 B,Australia,"manufacturing, investment",1111,58.0,Manufacturing
1156,Filiz Sahenk,$2.8 B,Turkey,diversified,1111,54.0,Diversified
1157,T. Denny Sanford,$2.8 B,United States,"banking, credit cards",1111,85.0,Finance & Investments
1158,Karin Schick,$2.8 B,Germany,information technology,1111,,Technology
1159,Hilton Schlosberg,$2.8 B,United Kingdom,energy drinks,1111,68.0,Food & Beverage
1160,Rosely Schweizer,$2.8 B,Germany,consumer goods,1111,80.0,Fashion & Retail
1161,Warren Stephens,$2.8 B,United States,investment banking,1111,64.0,Finance & Investments
1162,Konstantin Strukov,$2.8 B,Russia,"gold, coal mining",1111,62.0,Metals & Mining
1163,Kenneth Tuchman,$2.8 B,United States,outsourcing,1111,61.0,Service
1164,Masateru Uno & family,$2.8 B,Japan,drugstores,1111,74.0,Fashion & Retail
1165,Stefan von Holtzbrinck,$2.8 B,Germany,publishing,1111,57.0,Media & Entertainment
1166,Lars Wingefors,$2.8 B,Sweden,video games,1111,44.0,Media & Entertainment
1167,Wong Kwong Yu & family,$2.8 B,China,retail,1111,51.0,Fashion & Retail
1168,Xiong Wu,$2.8 B,China,software,1111,45.0,Technology
1169,Xu Jinfu,$2.8 B,China,chemicals,1111,57.0,Manufacturing
1170,Tony Xu,$2.8 B,United States,food delivery service,1111,36.0,Technology
1171,Xu Zhihan,$2.8 B,China,electronics,1111,48.0,Technology
1172,Zhong Ruonong & family,$2.8 B,China,electronics,1111,58.0,Manufacturing
1173,Miriam Baumann-Blocher,$2.7 B,Switzerland,chemicals,1174,46.0,Manufacturing
1174,Timothy Boyle,$2.7 B,United States,Columbia Sportswear,1174,71.0,Fashion & Retail
1175,John Paul DeJoria,$2.7 B,United States,"hair products, tequila",1174,76.0,Fashion & Retail
1176,Mitchell Goldhar,$2.7 B,Canada,real estate,1174,59.0,Real Estate
1177,Luciano Hang,$2.7 B,Brazil,department stores,1174,58.0,Fashion & Retail
1178,Georg Haub,$2.7 B,Germany,retail,1174,59.0,Fashion & Retail
1179,Victor Jacobsson,$2.7 B,Sweden,fintech,1174,39.0,Finance & Investments
1180,James Jannard,$2.7 B,United States,sunglasses,1174,71.0,Fashion & Retail
1181,Vinod Khosla,$2.7 B,United States,venture capital,1174,66.0,Technology
1182,Valentin Kipyatkov,$2.7 B,Russia,computer software,1174,44.0,Technology
1183,Lim Kok Thay,$2.7 B,Malaysia,casinos,1174,69.0,Gambling & Casinos
1184,Lu Zhiqiang,$2.7 B,China,real estate,1174,68.0,Real Estate
1185,Sergio Mantegazza,$2.7 B,Switzerland,travel,1174,93.0,Service
1186,Franziska Wuerbser & Gabriella Meister,$2.7 B,Germany,appliances,1174,,Manufacturing
1187,Nan Cunhui,$2.7 B,China,power equipment,1174,57.0,Manufacturing
1188,Ou Zongrong & family,$2.7 B,China,real estate,1174,57.0,Real Estate
1189,Sean Parker,$2.7 B,United States,Facebook,1174,41.0,Technology
1190,Richard Peery,$2.7 B,United States,real estate,1174,82.0,Real Estate
1191,"H. Ross Perot, Jr.",$2.7 B,United States,real estate,1174,62.0,Real Estate
1192,Su Suyu & family,$2.7 B,China,"utilities, real estate",1174,72.0,Real Estate
1193,Sun Shoukuan,$2.7 B,China,"metals, coal",1174,71.0,Manufacturing
1194,Harley Sy,$2.7 B,Philippines,diversified,1174,61.0,Diversified
1195,"Henry Sy, Jr.",$2.7 B,Philippines,diversified,1174,68.0,Diversified
1196,Teresita Sy-Coson,$2.7 B,Philippines,diversified,1174,70.0,Diversified
1197,Tao Yuequn,$2.7 B,China,Contact Lens,1174,61.0,Fashion & Retail
1198,Tong Jinquan,$2.7 B,China,real estate,1174,66.0,Real Estate
1199,Tsai Ming-kai,$2.7 B,Taiwan,semiconductors,1174,71.0,Technology
1200,Yitzhak Tshuva,$2.7 B,Israel,real estate,1174,72.0,Real Estate
1201,Oprah Winfrey,$2.7 B,United States,TV shows,1174,67.0,Media & Entertainment
1202,Zhang Wanzhen,$2.7 B,China,electronics components,1174,71.0,Manufacturing
1203,Mortimer Zuckerman,$2.7 B,United States,"real estate, media",1174,83.0,Real Estate
1204,Brian Acton,$2.6 B,United States,WhatsApp,1205,49.0,Technology
1205,Rajendra Agarwal,$2.6 B,India,pharmaceuticals,1205,62.0,Healthcare
1206,John Armitage,$2.6 B,Ireland,hedge funds,1205,61.0,Finance & Investments
1207,Banwari Lal Bawri,$2.6 B,India,pharmaceuticals,1205,68.0,Healthcare
1208,Girdhari Lal Bawri,$2.6 B,India,pharmaceuticals,1205,73.0,Healthcare
1209,Guilherme Benchimol,$2.6 B,Brazil,financial services,1205,44.0,Finance & Investments
1210,Cai Dongchen,$2.6 B,China,pharmaceuticals,1205,68.0,Healthcare
1211,Choo Chong Ngen,$2.6 B,Singapore,hotels,1205,67.0,Real Estate
1212,Abilio dos Santos Diniz,$2.6 B,Brazil,retail,1205,84.0,Fashion & Retail
1213,"John Dorrance, III.",$2.6 B,Ireland,Campbell Soup,1205,77.0,Food & Beverage
1214,Bruce Flatt,$2.6 B,Canada,money management,1205,55.0,Finance & Investments
1215,Stein Erik Hagen,$2.6 B,Norway,consumer goods,1205,64.0,Fashion & Retail
1216,Caroline Hagen Kjos,$2.6 B,Norway,conglomerate,1205,37.0,Diversified
1217,Hortensia Herrero,$2.6 B,Spain,supermarkets,1205,70.0,Fashion & Retail
1218,Anthony Hsieh,$2.6 B,United States,mortgage lender,1205,56.0,Finance & Investments
1219,Hal Jackman,$2.6 B,Canada,"insurance, investments",1205,88.0,Finance & Investments
1220,Brad Kelley,$2.6 B,United States,tobacco,1205,64.0,Real Estate
1221,Raj Kumar & Kishin RK,$2.6 B,Singapore,real estate,1205,66.0,Real Estate
1222,Adam Kwok,$2.6 B,Hong Kong,real estate,1205,38.0,Real Estate
1223,Lai Shixian,$2.6 B,China,sports apparel,1205,46.0,Fashion & Retail
1224,Stephen Lansdown,$2.6 B,Guernsey,financial services,1205,68.0,Finance & Investments
1225,K.C. Liu,$2.6 B,Taiwan,manufacturing,1205,67.0,Technology
1226,Aloke Lohia,$2.6 B,India,petrochemicals,1205,62.0,Manufacturing
1227,Kalanithi Maran,$2.6 B,India,media,1205,55.0,Media & Entertainment
1228,C. Dean Metropoulos,$2.6 B,United States,investments,1205,74.0,Food & Beverage
1229,Yuji Otsuka,$2.6 B,Japan,"copy machines, software",1205,67.0,Technology
1230,Daniel Pritzker,$2.6 B,United States,"hotels, investments",1205,61.0,Finance & Investments
1231,Ren Jianhua,$2.6 B,China,kitchen appliances,1205,64.0,Manufacturing
1232,Alexey Repik,$2.6 B,Russia,pharmaceuticals,1205,41.0,Healthcare
1233,Steven Sarowitz,$2.6 B,United States,payroll software,1205,55.0,Technology
1234,Yuri Shefler,$2.6 B,Russia,alcohol,1205,53.0,Food & Beverage
1235,Shum Chiu Hung & family,$2.6 B,China,real estate,1205,51.0,Real Estate
1236,Stephen Smith,$2.6 B,Canada,finance and investments,1205,69.0,Finance & Investments
1237,Dan Snyder,$2.6 B,United States,Washington Redskins,1205,56.0,Sports
1238,Helmut Sohmen,$2.6 B,Austria,shipping,1205,81.0,Logistics
1239,Tung Chee Hwa,$2.6 B,Hong Kong,shipping,1205,83.0,Logistics
1240,Pieter van der Does,$2.6 B,Netherlands,payments software,1205,51.0,Technology
1241,Wim van der Leegte,$2.6 B,Netherlands,manufacturing,1205,73.0,Manufacturing
1242,Evan Williams,$2.6 B,United States,Twitter,1205,49.0,Technology
1243,Wu Guangming,$2.6 B,China,medical equipment,1205,59.0,Healthcare
1244,Yang Yuanxi,$2.6 B,China,video streaming app,1205,,Media & Entertainment
1245,Yu Qibing & family,$2.6 B,China,glass,1205,55.0,Manufacturing
1246,Charles Zegar,$2.6 B,United States,Bloomberg LP,1205,73.0,Media & Entertainment
1247,Zhaojiang Zhu,$2.6 B,China,Smartphones,1205,47.0,Manufacturing
1248,John Arrillaga,$2.5 B,United States,real estate,1249,84.0,Real Estate
1249,Carol Jenkins Barnett,$2.5 B,United States,Publix supermarkets,1249,64.0,Food & Beverage
1250,William Berkley,$2.5 B,United States,insurance,1249,74.0,Finance & Investments
1251,Markus Blocher,$2.5 B,Switzerland,chemicals,1249,50.0,Manufacturing
1252,Andrei Bokarev,$2.5 B,Russia,"metals, mining",1249,54.0,Manufacturing
1253,Jim Breyer,$2.5 B,United States,venture capital,1249,59.0,Technology
1254,Charles Bronfman,$2.5 B,Canada,liquor,1249,89.0,Food & Beverage
1255,Byju Raveendran and Divya Gokulnath,$2.5 B,India,education technology,1249,39.0,Technology
1256,Chang Jing,$2.5 B,China,technology,1249,38.0,Technology
1257,Leon G. Cooperman,$2.5 B,United States,hedge funds,1249,77.0,Finance & Investments
1258,Jose Luis Cutrale,$2.5 B,Brazil,orange juice,1249,74.0,Food & Beverage
1259,Gerald Ford,$2.5 B,United States,banking,1249,76.0,Finance & Investments
1260,Phillip Frost,$2.5 B,United States,pharmaceuticals,1249,84.0,Healthcare
1261,Mikhail Gutseriev,$2.5 B,Russia,"oil, real estate",1249,63.0,Energy
1262,Hans-Werner Hector,$2.5 B,Germany,SAP,1249,81.0,Technology
1263,Hu Kun,$2.5 B,China,medical equipment,1249,51.0,Healthcare
1264,"Jeremy Jacobs, Sr. & family",$2.5 B,United States,food service,1249,81.0,Service
1265,Mark & Robyn Jones,$2.5 B,United States,insurance,1249,,Finance & Investments
1266,Hans Langer,$2.5 B,Germany,3D printing,1249,69.0,Manufacturing
1267,Lee Hae-jin,$2.5 B,South Korea,Internet,1249,53.0,Technology
1268,Liang Feng,$2.5 B,China,manufacturing,1249,52.0,Manufacturing
1269,Lin Ming-hsiung,$2.5 B,Taiwan,supermarkets,1249,71.0,Fashion & Retail
1270,Mohamed Mansour,$2.5 B,Egypt,diversified,1249,73.0,Diversified
1271,Harsh Mariwala,$2.5 B,India,consumer goods,1249,69.0,Food & Beverage
1272,Najib Mikati,$2.5 B,Lebanon,telecom,1249,65.0,Telecom
1273,Taha Mikati,$2.5 B,Lebanon,telecom,1249,76.0,Telecom
1274,Pedro Moreira Salles,$2.5 B,Brazil,"banking, minerals",1249,61.0,Diversified
1275,José Neves,$2.5 B,Portugal,luxury fashion,1249,46.0,Fashion & Retail
1276,Jerry Ng,$2.5 B,Indonesia,banking,1249,56.0,Finance & Investments
1277,Nandan Nilekani,$2.5 B,India,software services,1249,65.0,Technology
1278,Ravi Pillai,$2.5 B,India,construction,1249,67.0,Construction & Engineering
1279,Victor Pinchuk,$2.5 B,Ukraine,"steel pipes, diversified",1249,60.0,Metals & Mining
1280,Matthew Prince,$2.5 B,United States,cybersecurity,1249,46.0,Technology
1281,John Pritzker,$2.5 B,United States,"hotels, investments",1249,67.0,Finance & Investments
1282,Rajan Raheja & family,$2.5 B,India,diversified,1249,66.0,Diversified
1283,Matthias Reinhart,$2.5 B,Switzerland,finance,1249,61.0,Finance & Investments
1284,Ruan Shuilong & family,$2.5 B,China,chemicals,1249,85.0,Manufacturing
1285,Rodney Sacks,$2.5 B,United States,energy drinks,1249,71.0,Food & Beverage
1286,Carlos Sanchez,$2.5 B,Brazil,generic drugs,1249,59.0,Healthcare
1287,Kavitark Ram Shriram,$2.5 B,United States,"venture capital, Google",1249,64.0,Technology
1288,André Street,$2.5 B,Brazil,fintech,1249,36.0,Technology
1289,Sun Mengquan & family,$2.5 B,China,edible oil,1249,71.0,Food & Beverage
1290,Daniel Sundheim,$2.5 B,United States,hedge funds,1249,44.0,Finance & Investments
1291,Torsten Toeller,$2.5 B,Germany,pet food,1249,55.0,Fashion & Retail
1292,Peter Unger,$2.5 B,Germany,auto repair,1249,76.0,Automotive
1293,Wang Wenmo,$2.5 B,China,sports apparel,1249,64.0,Fashion & Retail
1294,Xie Juhua & family,$2.5 B,China,pharmaceuticals,1249,70.0,Healthcare
1295,Xu Shaochun,$2.5 B,China,software,1249,58.0,Technology
1296,Eddie & Sol Zakay,$2.5 B,United Kingdom,real estate,1249,,Real Estate
1297,Zhao Tao,$2.5 B,Singapore,pharmaceuticals,1249,55.0,Healthcare
1298,Michael Ashley,$2.4 B,United Kingdom,sports retailing,1299,56.0,Fashion & Retail
1299,Yvonne Bauer,$2.4 B,Germany,media,1299,44.0,Media & Entertainment
1300,Alberto Bombassei,$2.4 B,Italy,automotive brakes,1299,80.0,Automotive
1301,Richard Chandler,$2.4 B,New Zealand,investments,1299,62.0,Finance & Investments
1302,David Chen,$2.4 B,Singapore,online games,1299,40.0,Media & Entertainment
1303,Chen Jinxia,$2.4 B,China,investments,1299,53.0,Finance & Investments
1304,Chen Xiao Ying,$2.4 B,China,health information,1299,57.0,Healthcare
